URL,Size_KB_before,Status Code_before,Indexability_Num_before,Crawl Depth_before,Folder Depth_before,Inlinks_before,Unique Inlinks_before,Outlinks_before,Response Time_before,Word Count_before,FCP_before,CLS_before,LCP Score_before,TBT_Milliseconds_before,Speed Index_before,Performance_Score_before,SEO_Health_Score_before,SEO Status_before,Performance Flag_before,Heavy Page Flag_before,Performance Category_before,Indexability Clean_before,LCP Category_before,Slow Page Flag_before,SEO Issue Status_before,Size_KB_after,Status Code_after,Indexability_Num_after,Crawl Depth_after,Folder Depth_after,Inlinks_after,Unique Inlinks_after,Outlinks_after,Response Time_after,Word Count_after,FCP_after,CLS_after,LCP Score_after,TBT_Milliseconds_after,Speed Index_after,Performance_Score_after,SEO_Health_Score_after,SEO Status_after,Performance Flag_after,Heavy Page Flag_after,Performance Category_after,Indexability Clean_after,LCP Category_after,Slow Page Flag_after,SEO Issue Status_after,Performance_Improvement,Speed_Improvement,LCP_Improvement,SEO_Health_Improvement,Target,Improvement_Class
https://wooferzz.com/products/stainless-premium-bowls-2,138.47,200,1,0,1,6,2,38,0.9,312,2.9,0,7,140,5.8,65,85,Good,Fast (?3s),Light Page,Average,1,Poor,Slow,Critical,117.7,200,1,0,1,6,2,38,0.54,312,2,0,2,28,3.5,90,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,25,0.36,5,10,1,High Improvement
https://wooferzz.com/products/stainless-premium-bowls-3,138.47,200,1,0,1,6,2,38,0.7,312,1.7,0,6,20,2.9,77,85,Good,Fast (?3s),Light Page,Average,1,Needs Improvement,Slow,Warning,117.7,200,1,0,1,6,2,38,0.42,312,1.2,0,2,4,1.7,92,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,15,0.28,4,10,1,Low Improvement
https://wooferzz.com/products/water-bowls,158.91,200,1,0,1,6,2,38,1.1,337,2.7,0,8,0,6,67,85,Good,Fast (?3s),Light Page,Average,1,Poor,Slow,Critical,135.07,200,1,0,1,6,2,38,0.66,337,1.9,0,3,0,3.6,92,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,25,0.44,5,10,1,High Improvement
https://wooferzz.com/products/chicken-jerky-treats,192.05,200,1,1,1,4,3,31,0.65,451,1.8,0,4,30,5.2,68,75,Good,Slow,Heavy Page,Poor,1,Needs Improvement,Slow,Critical,120.23,200,1,1,1,5,2,33,0.17,354,1.7,0,3,2,2.3,92,100,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,24,0.48,1,25,1,High Improvement
https://wooferzz.com/products/mutton-crunchies,134.44,200,1,1,1,3,3,27,0.49,312,1.8,0,4,0,4.1,60,80,Good,Fast (≤3s),Light Page,Poor,1,Needs Improvement,Slow,Critical,119.2,200,1,2,1,5,2,33,0.24,403,1.1,0,2,12,3.7,95,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,35,0.25,2,10,1,High Improvement
https://wooferzz.com/products/peanut-butter-cookies-for-dogs,94.71,200,1,1,1,6,1,31,0.75,466,2.2,0,7,50,3.9,73,80,Good,Slow,Light Page,Average,1,Poor,Slow,Critical,106.76,200,1,1,1,8,2,41,0.16,464,1.2,0,2,0,3.1,97,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,24,0.59,5,10,1,High Improvement
https://wooferzz.com/products/calcium-milk-bones,235.77,200,1,1,1,3,2,26,0.93,499,2.2,0,5,20,4.4,66,70,Good,Slow,Heavy Page,Poor,1,Needs Improvement,Slow,Critical,92.05,200,1,1,1,7,2,26,0.19,375,1.2,0,1,8,3.4,92,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,26,0.74,4,25,1,High Improvement
https://wooferzz.com/products/turmeric-immunity-bites,123.97,200,1,1,1,3,2,34,0.75,378,2,0,4,80,6.3,63,85,Good,Slow,Light Page,Poor,1,Needs Improvement,Slow,Critical,71.88,200,1,2,1,3,2,33,0.35,413,1.7,0,1,8,2.8,90,100,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,27,0.4,3,15,1,High Improvement
https://wooferzz.com/products/sweet-potato-chews,162.84,200,1,2,1,9,3,41,0.65,407,3.2,0,7,0,3.6,70,85,Good,Slow,Light Page,Average,1,Poor,Slow,Critical,71.16,200,1,1,1,9,1,35,0.22,353,1.6,0,1,4,3.6,94,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,24,0.43,6,5,1,High Improvement
https://wooferzz.com/products/salmon-oil-skin-coat,175.84,200,1,2,1,4,1,34,0.94,333,1.9,0,8,40,4.1,65,80,Good,Slow,Light Page,Poor,1,Poor,Slow,Critical,142.69,200,1,2,1,4,1,27,0.31,437,1.6,0,2,2,3.5,94,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,29,0.63,6,10,1,High Improvement
https://wooferzz.com/products/wagging-tail-cupcakes,146.34,200,1,2,1,8,1,34,0.45,349,2.6,0,6,0,4,81,75,Good,Fast (≤3s),Light Page,Average,1,Poor,Slow,Critical,78.23,200,1,1,1,3,2,29,0.18,288,1.7,0,1,4,2.5,92,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,11,0.27,5,20,1,Low Improvement
https://wooferzz.com/products/birthday-bark-cake,188.57,200,1,1,1,8,1,39,0.64,373,2.8,0,6,30,5.2,63,70,Good,Slow,Heavy Page,Poor,1,Poor,Slow,Critical,80.46,200,1,1,1,3,2,32,0.31,472,1.3,0,2,0,3.3,91,100,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,28,0.33,4,30,1,High Improvement
https://wooferzz.com/products/organic-hemp-anxiety-treats,171.84,200,1,1,1,8,2,27,0.92,494,2.3,0,4,10,4.1,66,85,Good,Slow,Light Page,Poor,1,Needs Improvement,Slow,Critical,110.04,200,1,2,1,3,3,28,0.44,322,1.6,0,3,16,2.2,96,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,30,0.48,1,10,1,High Improvement
https://wooferzz.com/products/dental-care-chew-sticks,202.63,200,1,1,1,5,1,28,0.81,419,1.9,0,4,0,5,78,90,Good,Slow,Heavy Page,Average,1,Needs Improvement,Slow,Warning,102.15,200,1,2,1,4,1,35,0.38,391,1.3,0,1,8,3.1,97,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,19,0.43,3,5,1,Low Improvement
https://wooferzz.com/products/grain-free-puppy-kibble,215.54,200,1,1,1,7,1,30,0.88,362,3,0,8,10,4.7,79,75,Good,Slow,Heavy Page,Average,1,Poor,Slow,Critical,95.52,200,1,1,1,6,3,35,0.39,422,1.1,0,1,8,2.9,91,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,12,0.49,7,15,1,Low Improvement
https://wooferzz.com/products/adult-dog-premium-meal,236.69,200,1,2,1,3,2,39,0.71,328,2.3,0,8,20,6.3,65,80,Good,Slow,Heavy Page,Poor,1,Poor,Slow,Critical,99.74,200,1,1,1,3,3,39,0.4,301,1.2,0,1,4,3.1,94,100,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,29,0.31,7,20,1,High Improvement
https://wooferzz.com/products/dehydrated-anchovy-bites,213.38,200,1,1,1,7,3,25,0.92,397,2.8,0,4,10,3.7,79,80,Good,Slow,Heavy Page,Average,1,Needs Improvement,Slow,Warning,124.47,200,1,1,1,5,1,40,0.26,306,1.1,0,3,12,1.6,93,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,14,0.66,1,10,1,Low Improvement
https://wooferzz.com/products/liver-freeze-dried-treats,157.58,200,1,2,1,9,3,26,0.47,461,3.1,0,8,30,4.2,74,75,Good,Fast (≤3s),Light Page,Average,1,Poor,Slow,Critical,79.35,200,1,1,1,3,1,35,0.15,368,1.3,0,2,16,2.7,92,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,18,0.32,6,20,1,Low Improvement
https://wooferzz.com/products/pork-twister-sticks,226.57,200,1,2,1,3,1,26,0.56,285,2.5,0,4,40,5.9,70,70,Good,Fast (≤3s),Heavy Page,Average,1,Needs Improvement,Slow,Critical,128.11,200,1,1,1,6,2,25,0.42,358,1.2,0,1,16,2.2,90,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,20,0.14,3,20,1,High Improvement
https://wooferzz.com/products/duck-breast-strips,209.91,200,1,1,1,3,3,39,0.75,326,1.9,0,6,80,4.6,60,85,Good,Slow,Heavy Page,Poor,1,Poor,Slow,Critical,70.79,200,1,1,1,4,3,30,0.18,281,1.5,0,1,0,2.6,88,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,28,0.57,5,10,1,High Improvement
https://wooferzz.com/products/vegan-apple-cinnamon-biscuits,141.44,200,1,1,1,3,3,34,0.66,448,2.3,0,4,40,4.9,72,75,Good,Slow,Light Page,Average,1,Needs Improvement,Slow,Critical,137.43,200,1,1,1,4,1,25,0.31,337,1.2,0,1,8,2.6,96,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,24,0.35,3,15,1,High Improvement
https://wooferzz.com/products/pumpkin-digestive-biscuits,173.51,200,1,2,1,3,1,36,0.71,326,2.2,0,7,40,4.1,67,80,Good,Slow,Light Page,Poor,1,Poor,Slow,Critical,75.45,200,1,1,1,9,2,27,0.39,327,1.6,0,1,2,1.6,96,90,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,29,0.32,6,10,1,High Improvement
https://wooferzz.com/products/carrot-delight-cookies,234.75,200,1,2,1,7,3,33,0.47,293,2.8,0,4,10,4,61,85,Good,Fast (≤3s),Heavy Page,Poor,1,Needs Improvement,Slow,Critical,83.52,200,1,2,1,6,1,27,0.25,372,1.8,0,1,8,3.6,95,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,34,0.22,3,10,1,High Improvement
https://wooferzz.com/products/banana-oats-training-treats,184.16,200,1,1,1,8,1,25,0.58,434,2,0,8,0,5.1,79,85,Good,Fast (≤3s),Heavy Page,Average,1,Poor,Slow,Critical,98.14,200,1,1,1,8,3,32,0.19,315,1.7,0,1,8,2.5,91,100,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,12,0.39,7,15,1,Low Improvement
https://wooferzz.com/products/gourmet-mutt-muffins,226.27,200,1,1,1,3,3,32,0.72,339,2.4,0,5,50,5.3,80,75,Good,Slow,Heavy Page,Average,1,Needs Improvement,Slow,Critical,70.82,200,1,1,1,7,3,36,0.15,480,1.7,0,1,12,2,92,95,Good,Fast (<2s),Light Page,Good,1,Good,Good,Good,12,0.57,4,20,1,Low Improvement
